axis,dataset,timepoint,split,donor,model,family,pearson_delta,e_distance,aucell::T_cell_activation_n_genes,aucell::T_cell_activation_mae,aucell::IL2_STAT5_n_genes,aucell::IL2_STAT5_mae,aucell::type_I_IFN_n_genes,aucell::type_I_IFN_mae,aucell::type_II_IFN_n_genes,aucell::type_II_IFN_mae,aucell_delta_mae,aucell_delta_score,n_test,n_strata,n_response_genes,leak_free,source_file
Donor,Soskic CD4 activation,16h,C2_soskic_LODO_D407,D407,donor-shift,simple,0.0151,5.2671,4,0.0194,3,0.0161,3,0.0489,5,0.0156,0.025,-0.025,600,2,77,True,results/C2/soskic_donor_shard0of4.csv
Donor,Soskic CD4 activation,16h,C2_soskic_LODO_D407,D407,linear-PCA,simple,0.0387,5.2679,4,0.0194,3,0.0161,3,0.0489,5,0.0156,0.025,-0.025,600,2,77,True,results/C2/soskic_donor_shard0of4.csv
Donor,Soskic CD4 activation,16h,C2_soskic_LODO_D407,D407,scGen,latent,0.1125031471368407,5.2823,4,0.0332,3,0.1418,3,0.0489,5,0.0058,0.0574,-0.0574,600,2,77,True,results/C2/soskic_donor_shard0of4.csv
Donor,Soskic CD4 activation,16h,C2_soskic_LODO_D408,D408,cell-mean,simple,0.1297,5.1265,4,0.0041,3,0.0151,3,0.2515,5,0.0166,0.0718,-0.0718,600,2,72,True,results/C2/soskic_donor_shard1of4.csv
Donor,Soskic CD4 activation,16h,C2_soskic_LODO_D408,D408,ctrl-pred,simple,-0.1299,5.0455,4,0.0173,3,0.0151,3,0.0292,5,0.0166,0.0195,-0.0195,600,2,72,True,results/C2/soskic_donor_shard1of4.csv
Donor,Soskic CD4 activation,16h,C2_soskic_LODO_D408,D408,donor-shift,simple,0.0024,5.0236,4,0.0173,3,0.0151,3,0.0292,5,0.0166,0.0195,-0.0195,600,2,72,True,results/C2/soskic_donor_shard1of4.csv
Donor,Soskic CD4 activation,16h,C2_soskic_LODO_D408,D408,linear-PCA,simple,0.0282,5.0235,4,0.0173,3,0.0151,3,0.0292,5,0.0166,0.0195,-0.0195,600,2,72,True,results/C2/soskic_donor_shard1of4.csv
Donor,Soskic CD4 activation,16h,C2_soskic_LODO_D408,D408,scGen,latent,0.1078563802507829,4.9831,4,0.0173,3,0.0727,3,0.0292,5,0.0166,0.0339,-0.0339,600,2,72,True,results/C2/soskic_donor_shard1of4.csv
Donor,Soskic CD4 activation,16h,C2_soskic_LODO_D409,D409,cell-mean,simple,0.2315,5.051,4,0.0165,3,0.0193,3,0.0757,5,0.0134,0.0312,-0.0312,567,2,78,True,results/C2/soskic_donor_shard2of4.csv
Donor,Soskic CD4 activation,16h,C2_soskic_LODO_D409,D409,ctrl-pred,simple,-0.0136,5.076,4,0.0165,3,0.0193,3,0.0646,5,0.0134,0.0285,-0.0285,567,2,78,True,results/C2/soskic_donor_shard2of4.csv
Donor,Soskic CD4 activation,16h,C2_soskic_LODO_D409,D409,donor-shift,simple,0.0069,5.0621,4,0.0165,3,0.0193,3,0.0646,5,0.0134,0.0285,-0.0285,567,2,78,True,results/C2/soskic_donor_shard2of4.csv
Donor,Soskic CD4 activation,16h,C2_soskic_LODO_D409,D409,linear-PCA,simple,0.0115,5.063,4,0.0165,3,0.0193,3,0.0646,5,0.0134,0.0285,-0.0285,567,2,78,True,results/C2/soskic_donor_shard2of4.csv
Donor,Soskic CD4 activation,16h,C2_soskic_LODO_D409,D409,scGen,latent,0.0782787181801927,5.0977,4,0.0165,3,0.0193,3,0.0646,5,0.0134,0.0285,-0.0285,567,2,78,True,results/C2/soskic_donor_shard2of4.csv
Donor,Soskic CD4 activation,16h,C2_soskic_LODO_D410,D410,cell-mean,simple,0.3206,4.9505,4,0.0207,3,0.0163,3,0.2554,5,0.0213,0.0784,-0.0784,600,2,74,True,results/C2/soskic_donor_shard3of4.csv
Donor,Soskic CD4 activation,16h,C2_soskic_LODO_D410,D410,ctrl-pred,simple,0.0882,4.7431,4,0.0207,3,0.0163,3,0.0253,5,0.0213,0.0209,-0.0209,600,2,74,True,results/C2/soskic_donor_shard3of4.csv
Donor,Soskic CD4 activation,16h,C2_soskic_LODO_D410,D410,donor-shift,simple,-0.0024,4.7409,4,0.0207,3,0.0163,3,0.0253,5,0.0213,0.0209,-0.0209,600,2,74,True,results/C2/soskic_donor_shard3of4.csv
Donor,Soskic CD4 activation,16h,C2_soskic_LODO_D410,D410,linear-PCA,simple,-0.025,4.7401,4,0.0207,3,0.0163,3,0.0253,5,0.0213,0.0209,-0.0209,600,2,74,True,results/C2/soskic_donor_shard3of4.csv
Donor,Soskic CD4 activation,16h,C2_soskic_LODO_D410,D410,scGen,latent,0.2007418215221067,4.6937,4,0.0207,3,0.2468,3,0.1502,5,0.0213,0.1097,-0.1097,600,2,74,True,results/C2/soskic_donor_shard3of4.csv
Donor,Soskic CD4 activation,16h,C2_soskic_LODO_D411,D411,cell-mean,simple,0.1781,4.9855,4,0.0243,3,0.0178,3,0.2142,5,0.0157,0.068,-0.068,600,2,70,True,results/C2/soskic_donor_shard0of4.csv
Donor,Soskic CD4 activation,16h,C2_soskic_LODO_D411,D411,ctrl-pred,simple,0.0139,4.8904,4,0.0243,3,0.0178,3,0.0314,5,0.0157,0.0223,-0.0223,600,2,70,True,results/C2/soskic_donor_shard0of4.csv
Donor,Soskic CD4 activation,16h,C2_soskic_LODO_D411,D411,donor-shift,simple,0.057,4.8638,4,0.0243,3,0.0178,3,0.0314,5,0.0157,0.0223,-0.0223,600,2,70,True,results/C2/soskic_donor_shard0of4.csv
Donor,Soskic CD4 activation,16h,C2_soskic_LODO_D411,D411,linear-PCA,simple,0.0909,4.8627,4,0.0243,3,0.0178,3,0.0314,5,0.0157,0.0223,-0.0223,600,2,70,True,results/C2/soskic_donor_shard0of4.csv
Donor,Soskic CD4 activation,16h,C2_soskic_LODO_D411,D411,scGen,latent,0.1531485139644587,4.7507,4,0.0151,3,0.105,3,0.0314,5,0.0157,0.0418,-0.0418,600,2,70,True,results/C2/soskic_donor_shard0of4.csv
Donor,Soskic CD4 activation,16h,C2_soskic_LODO_D412,D412,cell-mean,simple,0.313,4.9581,4,0.0063,3,0.0149,3,0.2439,5,0.0215,0.0717,-0.0717,600,2,74,True,results/C2/soskic_donor_shard1of4.csv
Donor,Soskic CD4 activation,16h,C2_soskic_LODO_D412,D412,ctrl-pred,simple,-0.0573,4.9685,4,0.02,3,0.0149,3,0.0193,5,0.0215,0.0189,-0.0189,600,2,74,True,results/C2/soskic_donor_shard1of4.csv
Donor,Soskic CD4 activation,16h,C2_soskic_LODO_D412,D412,donor-shift,simple,-0.0142,4.9504,4,0.02,3,0.0149,3,0.0193,5,0.0215,0.0189,-0.0189,600,2,74,True,results/C2/soskic_donor_shard1of4.csv
Donor,Soskic CD4 activation,16h,C2_soskic_LODO_D412,D412,linear-PCA,simple,-0.0205,4.9496,4,0.02,3,0.0149,3,0.0193,5,0.0215,0.0189,-0.0189,600,2,74,True,results/C2/soskic_donor_shard1of4.csv
Donor,Soskic CD4 activation,16h,C2_soskic_LODO_D412,D412,scGen,latent,0.2596612424352674,4.8047,4,0.1248,3,0.0149,3,0.0193,5,0.0215,0.0451,-0.0451,600,2,74,True,results/C2/soskic_donor_shard1of4.csv
Donor,Soskic CD4 activation,16h,C2_soskic_LODO_D413,D413,cell-mean,simple,0.1742,5.04,4,0.0203,3,0.0134,3,0.2188,5,0.0152,0.0669,-0.0669,600,2,70,True,results/C2/soskic_donor_shard2of4.csv
Donor,Soskic CD4 activation,16h,C2_soskic_LODO_D413,D413,ctrl-pred,simple,0.0253,5.0385,4,0.006,3,0.0217,3,0.0268,5,0.0152,0.0174,-0.0174,600,2,70,True,results/C2/soskic_donor_shard2of4.csv
Donor,Soskic CD4 activation,16h,C2_soskic_LODO_D413,D413,donor-shift,simple,0.1239,5.0018,4,0.0203,3,0.0134,3,0.0268,5,0.0152,0.0189,-0.0189,600,2,70,True,results/C2/soskic_donor_shard2of4.csv
Donor,Soskic CD4 activation,16h,C2_soskic_LODO_D413,D413,linear-PCA,simple,0.1013,5.0004,4,0.0203,3,0.0134,3,0.0268,5,0.0152,0.0189,-0.0189,600,2,70,True,results/C2/soskic_donor_shard2of4.csv
Donor,Soskic CD4 activation,16h,C2_soskic_LODO_D413,D413,scGen,latent,0.1278688078658015,4.8488,4,0.0455,3,0.0134,3,0.0268,5,0.0152,0.0252,-0.0252,600,2,70,True,results/C2/soskic_donor_shard2of4.csv
Donor,Soskic CD4 activation,16h,C2_soskic_LODO_D414,D414,cell-mean,simple,0.1917,5.1705,4,0.0256,3,0.0154,3,0.2223,5,0.0286,0.073,-0.073,600,2,75,True,results/C2/soskic_donor_shard3of4.csv
Donor,Soskic CD4 activation,16h,C2_soskic_LODO_D414,D414,ctrl-pred,simple,-0.0272,5.1168,4,0.0256,3,0.0154,3,0.0233,5,0.0286,0.0232,-0.0232,600,2,75,True,results/C2/soskic_donor_shard3of4.csv
Donor,Soskic CD4 activation,16h,C2_soskic_LODO_D414,D414,donor-shift,simple,0.0575,5.0808,4,0.0256,3,0.0154,3,0.0233,5,0.0286,0.0232,-0.0232,600,2,75,True,results/C2/soskic_donor_shard3of4.csv
Donor,Soskic CD4 activation,16h,C2_soskic_LODO_D414,D414,linear-PCA,simple,0.0657,5.0812,4,0.0256,3,0.0154,3,0.0233,5,0.0286,0.0232,-0.0232,600,2,75,True,results/C2/soskic_donor_shard3of4.csv
Donor,Soskic CD4 activation,16h,C2_soskic_LODO_D414,D414,scGen,latent,0.1292915970189835,5.0379,4,0.0256,3,0.0154,3,0.0233,5,0.0286,0.0232,-0.0232,600,2,75,True,results/C2/soskic_donor_shard3of4.csv
Donor,Soskic CD4 activation,16h,C2_soskic_LODO_D415,D415,cell-mean,simple,0.2996,5.5638,4,0.0214,3,0.0141,3,0.2407,5,0.0215,0.0744,-0.0744,600,2,71,True,results/C2/soskic_donor_shard0of4.csv
Donor,Soskic CD4 activation,16h,C2_soskic_LODO_D415,D415,ctrl-pred,simple,0.0058,5.7868,4,0.0214,3,0.0141,3,0.0225,5,0.0215,0.0199,-0.0199,600,2,71,True,results/C2/soskic_donor_shard0of4.csv
Donor,Soskic CD4 activation,16h,C2_soskic_LODO_D415,D415,donor-shift,simple,0.1145,5.738,4,0.0214,3,0.0141,3,0.0225,5,0.0215,0.0199,-0.0199,600,2,71,True,results/C2/soskic_donor_shard0of4.csv
Donor,Soskic CD4 activation,16h,C2_soskic_LODO_D415,D415,linear-PCA,simple,0.1197,5.7375,4,0.0214,3,0.0141,3,0.0225,5,0.0215,0.0199,-0.0199,600,2,71,True,results/C2/soskic_donor_shard0of4.csv
Donor,Soskic CD4 activation,16h,C2_soskic_LODO_D415,D415,scGen,latent,0.1844657079308251,5.5835,4,0.0214,3,0.0141,3,0.0225,5,0.0215,0.0199,-0.0199,600,2,71,True,results/C2/soskic_donor_shard0of4.csv
Donor,Soskic CD4 activation,16h,C2_soskic_LODO_D416,D416,cell-mean,simple,0.287,6.4203,4,0.027,3,0.0138,3,0.2391,5,0.0154,0.0738,-0.0738,353,2,78,True,results/C2/soskic_donor_shard1of4.csv
Donor,Soskic CD4 activation,16h,C2_soskic_LODO_D416,D416,ctrl-pred,simple,-0.072,6.4049,4,0.027,3,0.0138,3,0.024,5,0.0154,0.02,-0.02,353,2,78,True,results/C2/soskic_donor_shard1of4.csv
Donor,Soskic CD4 activation,16h,C2_soskic_LODO_D416,D416,donor-shift,simple,0.0289,6.3658,4,0.027,3,0.0138,3,0.024,5,0.0154,0.02,-0.02,353,2,78,True,results/C2/soskic_donor_shard1of4.csv
Donor,Soskic CD4 activation,16h,C2_soskic_LODO_D416,D416,linear-PCA,simple,0.0931,6.364,4,0.027,3,0.0138,3,0.024,5,0.0154,0.02,-0.02,353,2,78,True,results/C2/soskic_donor_shard1of4.csv
Donor,Soskic CD4 activation,16h,C2_soskic_LODO_D416,D416,scGen,latent,0.1647091361575285,6.4203,4,0.027,3,0.0138,3,0.024,5,0.0154,0.02,-0.02,353,2,78,True,results/C2/soskic_donor_shard1of4.csv
Donor,Soskic CD4 activation,16h,C2_soskic_LODO_D417,D417,cell-mean,simple,0.3019,6.0135,4,0.0387,3,0.0296,3,0.1422,5,0.0176,0.057,-0.057,370,2,76,True,results/C2/soskic_donor_shard2of4.csv
Donor,Soskic CD4 activation,16h,C2_soskic_LODO_D417,D417,ctrl-pred,simple,0.0195,6.0032,4,0.0387,3,0.0296,3,0.0545,5,0.1403,0.0658,-0.0658,370,2,76,True,results/C2/soskic_donor_shard2of4.csv
Donor,Soskic CD4 activation,16h,C2_soskic_LODO_D417,D417,donor-shift,simple,0.0824,5.9557,4,0.0387,3,0.0296,3,0.072,5,0.1508,0.0728,-0.0728,370,2,76,True,results/C2/soskic_donor_shard2of4.csv
Donor,Soskic CD4 activation,16h,C2_soskic_LODO_D417,D417,linear-PCA,simple,0.1216,5.9553,4,0.0387,3,0.0296,3,0.0895,5,0.1403,0.0745,-0.0745,370,2,76,True,results/C2/soskic_donor_shard2of4.csv
Donor,Soskic CD4 activation,16h,C2_soskic_LODO_D417,D417,scGen,latent,0.2206357115500472,6.0096,4,0.0387,3,0.0296,3,0.0683,5,0.0176,0.0386,-0.0386,370,2,76,True,results/C2/soskic_donor_shard2of4.csv
Donor,Soskic CD4 activation,16h,C2_soskic_LODO_D418,D418,cell-mean,simple,0.2687,6.4953,4,0.0096,3,0.0141,3,0.1867,5,0.0217,0.058,-0.058,518,2,68,True,results/C2/soskic_donor_shard3of4.csv
Donor,Soskic CD4 activation,16h,C2_soskic_LODO_D418,D418,ctrl-pred,simple,0.0718,6.4547,4,0.0036,3,0.0141,3,0.0414,5,0.0217,0.0202,-0.0202,518,2,68,True,results/C2/soskic_donor_shard3of4.csv
Donor,Soskic CD4 activation,16h,C2_soskic_LODO_D418,D418,donor-shift,simple,0.1198,6.4046,4,0.0167,3,0.0141,3,0.0414,5,0.0217,0.0235,-0.0235,518,2,68,True,results/C2/soskic_donor_shard3of4.csv
Donor,Soskic CD4 activation,16h,C2_soskic_LODO_D418,D418,linear-PCA,simple,0.142,6.4031,4,0.0167,3,0.0141,3,0.0414,5,0.0217,0.0235,-0.0235,518,2,68,True,results/C2/soskic_donor_shard3of4.csv
Donor,Soskic CD4 activation,16h,C2_soskic_LODO_D418,D418,scGen,latent,0.1513220321001456,6.3602,4,0.0167,3,0.0141,3,0.0414,5,0.0217,0.0235,-0.0235,518,2,68,True,results/C2/soskic_donor_shard3of4.csv
Donor,Soskic CD4 activation,16h,C2_soskic_LODO_D419,D419,cell-mean,simple,0.1633,6.3753,4,0.0165,3,0.0126,3,0.1635,5,0.0181,0.0527,-0.0527,466,2,73,True,results/C2/soskic_donor_shard0of4.csv
Donor,Soskic CD4 activation,16h,C2_soskic_LODO_D419,D419,ctrl-pred,simple,-0.0887,6.1666,4,0.0361,3,0.0126,3,0.0471,5,0.0181,0.0285,-0.0285,466,2,73,True,results/C2/soskic_donor_shard0of4.csv
Donor,Soskic CD4 activation,16h,C2_soskic_LODO_D419,D419,donor-shift,simple,0.0702,6.107,4,0.0165,3,0.0126,3,0.0933,5,0.0181,0.0351,-0.0351,466,2,73,True,results/C2/soskic_donor_shard0of4.csv
Donor,Soskic CD4 activation,16h,C2_soskic_LODO_D419,D419,linear-PCA,simple,0.1351,6.1069,4,0.0165,3,0.0126,3,0.0407,5,0.0181,0.022,-0.022,466,2,73,True,results/C2/soskic_donor_shard0of4.csv
Donor,Soskic CD4 activation,16h,C2_soskic_LODO_D419,D419,scGen,latent,0.0452637451408505,6.0163,4,0.0165,3,0.3032,3,0.0933,5,0.0057,0.1047,-0.1047,466,2,73,True,results/C2/soskic_donor_shard0of4.csv
Donor,Soskic CD4 activation,16h,C2_soskic_LODO_D420,D420,cell-mean,simple,0.2925,6.7474,4,0.0226,3,0.0156,3,0.2099,5,0.0248,0.0682,-0.0682,386,2,75,True,results/C2/soskic_donor_shard1of4.csv
Donor,Soskic CD4 activation,16h,C2_soskic_LODO_D420,D420,ctrl-pred,simple,0.0267,7.088,4,0.0226,3,0.0156,3,0.1046,5,0.1752,0.0795,-0.0795,386,2,75,True,results/C2/soskic_donor_shard1of4.csv
Donor,Soskic CD4 activation,16h,C2_soskic_LODO_D420,D420,donor-shift,simple,0.156,7.0242,4,0.0226,3,0.0156,3,0.1221,5,0.1647,0.0813,-0.0813,386,2,75,True,results/C2/soskic_donor_shard1of4.csv
Donor,Soskic CD4 activation,16h,C2_soskic_LODO_D420,D420,linear-PCA,simple,0.1983,7.024,4,0.0226,3,0.0156,3,0.1397,5,0.1752,0.0883,-0.0883,386,2,75,True,results/C2/soskic_donor_shard1of4.csv
Donor,Soskic CD4 activation,16h,C2_soskic_LODO_D420,D420,scGen,latent,0.1626771862794462,6.9451,4,0.0226,3,0.0156,3,0.0067,5,0.0594,0.0261,-0.0261,386,2,75,True,results/C2/soskic_donor_shard1of4.csv
Donor,Soskic CD4 activation,16h,C2_soskic_LODO_D421,D421,cell-mean,simple,0.1142,5.236,4,0.0161,3,0.0092,3,0.2095,5,0.0267,0.0654,-0.0654,300,1,66,True,results/C2/soskic_donor_shard2of4.csv
Donor,Soskic CD4 activation,16h,C2_soskic_LODO_D421,D421,ctrl-pred,simple,0.1498,5.2231,4,0.0161,3,0.0435,3,0.0361,5,0.0267,0.0306,-0.0306,300,1,66,True,results/C2/soskic_donor_shard2of4.csv
Donor,Soskic CD4 activation,16h,C2_soskic_LODO_D421,D421,donor-shift,simple,0.2303,5.1349,4,0.0161,3,0.0785,3,0.0361,5,0.0267,0.0393,-0.0393,300,1,66,True,results/C2/soskic_donor_shard2of4.csv
Donor,Soskic CD4 activation,16h,C2_soskic_LODO_D421,D421,linear-PCA,simple,0.402,5.1332,4,0.0161,3,0.061,3,0.0361,5,0.0267,0.0349,-0.0349,300,1,66,True,results/C2/soskic_donor_shard2of4.csv
Donor,Soskic CD4 activation,16h,C2_soskic_LODO_D421,D421,scGen,latent,0.0935713060950846,5.0988,4,0.0161,3,0.0092,3,0.0361,5,0.0267,0.022,-0.022,300,1,66,True,results/C2/soskic_donor_shard2of4.csv
Donor,Soskic CD4 activation,16h,C2_soskic_LODO_D422,D422,cell-mean,simple,-0.0524,5.2481,4,0.027,3,0.0095,3,0.1339,5,0.0205,0.0477,-0.0477,300,1,74,True,results/C2/soskic_donor_shard3of4.csv
Donor,Soskic CD4 activation,16h,C2_soskic_LODO_D422,D422,ctrl-pred,simple,0.0305,5.0199,4,0.027,3,0.0095,3,0.0767,5,0.0205,0.0334,-0.0334,300,1,74,True,results/C2/soskic_donor_shard3of4.csv
Donor,Soskic CD4 activation,16h,C2_soskic_LODO_D422,D422,donor-shift,simple,0.1589,4.9557,4,0.027,3,0.0095,3,0.0767,5,0.0205,0.0334,-0.0334,300,1,74,True,results/C2/soskic_donor_shard3of4.csv
Donor,Soskic CD4 activation,16h,C2_soskic_LODO_D422,D422,linear-PCA,simple,0.2612,4.9559,4,0.027,3,0.0095,3,0.0767,5,0.0205,0.0334,-0.0334,300,1,74,True,results/C2/soskic_donor_shard3of4.csv
Donor,Soskic CD4 activation,16h,C2_soskic_LODO_D422,D422,scGen,latent,-0.1237873043247108,4.8817,4,0.027,3,0.0095,3,0.0767,5,0.0205,0.0334,-0.0334,300,1,74,True,results/C2/soskic_donor_shard3of4.csv
Donor,Soskic CD4 activation,16h,C2_soskic_LODO_D423,D423,cell-mean,simple,0.1453,5.9514,4,0.0335,3,0.0095,3,0.3953,5,0.0085,0.1117,-0.1117,300,1,73,True,results/C2/soskic_donor_shard0of4.csv
Donor,Soskic CD4 activation,16h,C2_soskic_LODO_D423,D423,ctrl-pred,simple,-0.1376,6.0075,4,0.006,3,0.0095,3,0.3953,5,0.0085,0.1048,-0.1048,300,1,73,True,results/C2/soskic_donor_shard0of4.csv
Donor,Soskic CD4 activation,16h,C2_soskic_LODO_D423,D423,donor-shift,simple,0.0845,5.9728,4,0.006,3,0.0095,3,0.3953,5,0.0085,0.1048,-0.1048,300,1,73,True,results/C2/soskic_donor_shard0of4.csv
Donor,Soskic CD4 activation,16h,C2_soskic_LODO_D423,D423,linear-PCA,simple,0.0434,5.9769,4,0.006,3,0.0095,3,0.3953,5,0.0085,0.1048,-0.1048,300,1,73,True,results/C2/soskic_donor_shard0of4.csv
Donor,Soskic CD4 activation,16h,C2_soskic_LODO_D423,D423,scGen,latent,0.0445284904532772,5.9993,4,0.006,3,0.0095,3,0.3953,5,0.0085,0.1048,-0.1048,300,1,73,True,results/C2/soskic_donor_shard0of4.csv
Donor,Soskic CD4 activation,16h,C2_soskic_LODO_D424,D424,cell-mean,simple,0.0016,5.5867,4,0.0219,3,0.0061,3,0.2098,5,0.0146,0.0631,-0.0631,300,1,71,True,results/C2/soskic_donor_shard1of4.csv
Donor,Soskic CD4 activation,16h,C2_soskic_LODO_D424,D424,ctrl-pred,simple,0.1705,5.3665,4,0.0219,3,0.0061,3,0.0358,5,0.0146,0.0196,-0.0196,300,1,71,True,results/C2/soskic_donor_shard1of4.csv
Donor,Soskic CD4 activation,16h,C2_soskic_LODO_D424,D424,donor-shift,simple,0.2405,5.2801,4,0.0219,3,0.0061,3,0.0358,5,0.0146,0.0196,-0.0196,300,1,71,True,results/C2/soskic_donor_shard1of4.csv
Donor,Soskic CD4 activation,16h,C2_soskic_LODO_D424,D424,linear-PCA,simple,0.3735,5.2788,4,0.0219,3,0.0061,3,0.0358,5,0.0146,0.0196,-0.0196,300,1,71,True,results/C2/soskic_donor_shard1of4.csv
Donor,Soskic CD4 activation,16h,C2_soskic_LODO_D424,D424,scGen,latent,0.0226411708412265,5.3418,4,0.0088,3,0.0114,3,0.0358,5,0.0146,0.0177,-0.0177,300,1,71,True,results/C2/soskic_donor_shard1of4.csv
Donor,Soskic CD4 activation,16h,C2_soskic_LODO_D425,D425,cell-mean,simple,0.0322,5.5703,4,0.026,3,0.0119,3,0.1902,5,0.0322,0.0651,-0.0651,300,1,74,True,results/C2/soskic_donor_shard2of4.csv
Donor,Soskic CD4 activation,16h,C2_soskic_LODO_D425,D425,ctrl-pred,simple,0.0907,5.4558,4,0.026,3,0.0119,3,0.0378,5,0.0322,0.027,-0.027,300,1,74,True,results/C2/soskic_donor_shard2of4.csv
Donor,Soskic CD4 activation,16h,C2_soskic_LODO_D425,D425,donor-shift,simple,0.2351,5.3747,4,0.026,3,0.0119,3,0.0378,5,0.0322,0.027,-0.027,300,1,74,True,results/C2/soskic_donor_shard2of4.csv
Donor,Soskic CD4 activation,16h,C2_soskic_LODO_D425,D425,linear-PCA,simple,0.3178,5.3714,4,0.026,3,0.0119,3,0.0378,5,0.0322,0.027,-0.027,300,1,74,True,results/C2/soskic_donor_shard2of4.csv
Donor,Soskic CD4 activation,16h,C2_soskic_LODO_D425,D425,scGen,latent,0.0998374275572015,5.2119,4,0.026,3,0.0119,3,0.0378,5,0.0322,0.027,-0.027,300,1,74,True,results/C2/soskic_donor_shard2of4.csv
Donor,Soskic CD4 activation,16h,C2_soskic_LODO_D426,D426,cell-mean,simple,0.2359,5.9542,4,0.0299,3,0.0145,3,0.241,5,0.0103,0.0739,-0.0739,600,2,84,True,results/C2/soskic_donor_shard3of4.csv
Donor,Soskic CD4 activation,16h,C2_soskic_LODO_D426,D426,ctrl-pred,simple,0.0322,5.9492,4,0.0299,3,0.0145,3,0.0222,5,0.0103,0.0192,-0.0192,600,2,84,True,results/C2/soskic_donor_shard3of4.csv
Donor,Soskic CD4 activation,16h,C2_soskic_LODO_D426,D426,donor-shift,simple,-0.0046,5.9785,4,0.0299,3,0.0145,3,0.0222,5,0.0103,0.0192,-0.0192,600,2,84,True,results/C2/soskic_donor_shard3of4.csv
Donor,Soskic CD4 activation,16h,C2_soskic_LODO_D426,D426,linear-PCA,simple,-0.0041,5.9783,4,0.0299,3,0.0145,3,0.0222,5,0.0103,0.0192,-0.0192,600,2,84,True,results/C2/soskic_donor_shard3of4.csv
Donor,Soskic CD4 activation,16h,C2_soskic_LODO_D426,D426,scGen,latent,0.1570954964239396,6.1698,4,0.0168,3,0.0145,3,0.0222,5,0.0103,0.0159,-0.0159,600,2,84,True,results/C2/soskic_donor_shard3of4.csv
Donor,Soskic CD4 activation,16h,C2_soskic_LODO_D427,D427,cell-mean,simple,0.1482,5.8389,4,0.0162,3,0.0144,3,0.2407,5,0.0179,0.0723,-0.0723,600,2,83,True,results/C2/soskic_donor_shard0of4.csv
Donor,Soskic CD4 activation,16h,C2_soskic_LODO_D427,D427,ctrl-pred,simple,-0.0379,5.7817,4,0.0162,3,0.0144,3,0.0225,5,0.0179,0.0177,-0.0177,600,2,83,True,results/C2/soskic_donor_shard0of4.csv
Donor,Soskic CD4 activation,16h,C2_soskic_LODO_D427,D427,donor-shift,simple,-0.0418,5.8075,4,0.0162,3,0.0144,3,0.0225,5,0.0179,0.0177,-0.0177,600,2,83,True,results/C2/soskic_donor_shard0of4.csv
Donor,Soskic CD4 activation,16h,C2_soskic_LODO_D427,D427,linear-PCA,simple,-0.0542,5.8078,4,0.0162,3,0.0144,3,0.0225,5,0.0179,0.0177,-0.0177,600,2,83,True,results/C2/soskic_donor_shard0of4.csv
Donor,Soskic CD4 activation,16h,C2_soskic_LODO_D427,D427,scGen,latent,0.0200416216953917,6.092,4,0.0162,3,0.1961,3,0.0225,5,0.0179,0.0632,-0.0632,600,2,83,True,results/C2/soskic_donor_shard0of4.csv
Donor,Soskic CD4 activation,16h,C2_soskic_LODO_D428,D428,cell-mean,simple,0.1926,6.151,4,0.0218,3,0.0093,3,0.2413,5,0.0174,0.0724,-0.0724,515,2,87,True,results/C2/soskic_donor_shard1of4.csv
Donor,Soskic CD4 activation,16h,C2_soskic_LODO_D428,D428,ctrl-pred,simple,-0.0611,6.0911,4,0.0835,3,0.0093,3,0.1887,5,0.0174,0.0747,-0.0747,515,2,87,True,results/C2/soskic_donor_shard1of4.csv
Donor,Soskic CD4 activation,16h,C2_soskic_LODO_D428,D428,donor-shift,simple,-0.086,6.1107,4,0.0218,3,0.0093,3,0.2237,5,0.0174,0.068,-0.068,515,2,87,True,results/C2/soskic_donor_shard1of4.csv
Donor,Soskic CD4 activation,16h,C2_soskic_LODO_D428,D428,linear-PCA,simple,-0.0975,6.1107,4,0.0218,3,0.0093,3,0.2237,5,0.0174,0.068,-0.068,515,2,87,True,results/C2/soskic_donor_shard1of4.csv
Donor,Soskic CD4 activation,16h,C2_soskic_LODO_D428,D428,scGen,latent,0.147180650216806,6.2151,4,0.0218,3,0.0093,3,0.0219,5,0.0174,0.0176,-0.0176,515,2,87,True,results/C2/soskic_donor_shard1of4.csv
Donor,Soskic CD4 activation,16h,C2_soskic_LODO_D429,D429,cell-mean,simple,0.1476,5.4996,4,0.0206,3,0.0167,3,0.241,5,0.0105,0.0722,-0.0722,600,2,81,True,results/C2/soskic_donor_shard2of4.csv
Donor,Soskic CD4 activation,16h,C2_soskic_LODO_D429,D429,ctrl-pred,simple,-0.0397,5.4532,4,0.0206,3,0.1237,3,0.0222,5,0.0105,0.0442,-0.0442,600,2,81,True,results/C2/soskic_donor_shard2of4.csv
Donor,Soskic CD4 activation,16h,C2_soskic_LODO_D429,D429,donor-shift,simple,-0.1112,5.4822,4,0.0206,3,0.1061,3,0.0222,5,0.0105,0.0399,-0.0399,600,2,81,True,results/C2/soskic_donor_shard2of4.csv
Donor,Soskic CD4 activation,16h,C2_soskic_LODO_D429,D429,linear-PCA,simple,-0.0836,5.4814,4,0.0206,3,0.1237,3,0.0222,5,0.0105,0.0442,-0.0442,600,2,81,True,results/C2/soskic_donor_shard2of4.csv
