task,model,unit,status,snapshot_path,sha256,canonical_model,n_strata,n_genes,n_excluded_genes,max_observed_difference,max_control_difference,target_and_control_used,n_explicit_declined,declined_strata,aligned
T5c,CellOT,NK,native,inputs/bundles/predictions/v2_native/C5_LOCT__CellOT__C5_loct_NK.npz,c06800f3cc5710a1099359754b019df71d462183fc59b87beb211c8d42637a8e,cell-mean,141,2000,0,1.6689300537109375e-06,0.0,canonical_cell_mean_bundle,0,,True
T5c,PerturbNet,NK,native,inputs/bundles/predictions/v2_native/C5_LOCT__PerturbNet__C5_loct_NK.npz,6c34b98b38b3199a38ceec103cf90d43c5bbb8c31ec991eb40ceb6f9dcec177e,cell-mean,141,2000,0,1.6689300537109375e-06,0.0,canonical_cell_mean_bundle,1,perturbation=Navitoclax,True
T5c,STATE,NK,native,inputs/bundles/predictions/v2_native/C5_LOCT__STATE__C5_loct_NK.npz,1fcb2319be6fca2c69dc5b21754f09300e5fabf0aa935fec9279935180f8bfa1,cell-mean,141,2000,0,1.6689300537109375e-06,0.0,canonical_cell_mean_bundle,0,,True
T5c,scGen,NK,native,inputs/bundles/predictions/v2_native/C5_LOCT__scGen__C5_loct_NK.npz,1f3a6a4f76310e3239b904f7e2379dd215eef9d2c92f9d6be6c0278d43b1d23e,cell-mean,141,2000,0,1.6689300537109375e-06,0.0,canonical_cell_mean_bundle,0,,True
T5c,scPRAM,NK,native,inputs/bundles/predictions/v2_native/C5_LOCT__scPRAM__C5_loct_NK.npz,9edf661b4655e4bae32c2b170516b1bc393534ec2bac1ad43994364fb6dd0112,cell-mean,141,2000,0,1.6689300537109375e-06,0.0,canonical_cell_mean_bundle,0,,True
T5c,FP-ridge,T_cells,diagnostic,inputs/bundles/predictions/C5/C1_LOCT__FP-ridge__C5_loct_T_cells.npz,e6977b7f9d9dab3b03490d64b1a20ff5f54a7303523cb289de6c14c060be043a,cell-mean,141,2000,0,0.0,0.0,canonical_cell_mean_bundle,0,,True
T5c,cell-mean,T_cells,floor,inputs/bundles/predictions/C5/C1_LOCT__cell-mean__C5_loct_T_cells.npz,c9012c190f39abd7522b7908ec9bb96c8ff7929cd710f19db63a625bde481e58,cell-mean,141,2000,0,0.0,0.0,canonical_cell_mean_bundle,0,,True
T5c,linear-PCA,T_cells,floor,inputs/bundles/predictions/C5/C1_LOCT__linear-PCA__C5_loct_T_cells.npz,2fe47da4328a5f359e7f038e146494808f3cab1bb84771ad4ef39650fa09702d,cell-mean,141,2000,0,0.0,0.0,canonical_cell_mean_bundle,0,,True
T5c,CellFlow,T_cells,native,inputs/bundles/predictions/C5_LOCT__CellFlow__C5_loct_T_cells.npz,e2fa117c6c8793ceec32a329c7ee86bfc9dc4f08862cbb7e779aa1da92704aee,cell-mean,141,2000,0,0.0,0.0,canonical_cell_mean_bundle,0,,True
T5c,PRnet,T_cells,native,inputs/bundles/predictions/C5_LOCT__PRnet__C5_loct_T_cells.npz,fd1dd0951008c17161900cba48e4d612f0653a06ee645f538873b81ab52d421d,cell-mean,141,2000,0,0.0,0.0,canonical_cell_mean_bundle,0,,True
T5c,scFoundation,T_cells,adapted,inputs/bundles/predictions/C5_LOCT__scFoundation__C5_loct_T_cells__op3_fcond.npz,ee7b3a3f5c47af2219c7066959082495f922ef909a83d1d485372c76a619aa09,cell-mean,141,2000,0,0.0,0.0,canonical_cell_mean_bundle,0,,True
T5c,scGPT,T_cells,adapted,inputs/bundles/predictions/C5_LOCT__scGPT__C5_loct_T_cells__op3_fcond.npz,3f4a582b1906e6ea4c578dfdbec5ec59174fa114ce8f9f0429f0bd9eed9c716c,cell-mean,141,2000,0,0.0,0.0,canonical_cell_mean_bundle,0,,True
T5c,CPA,T_cells,native,inputs/bundles/predictions/v2_native/C5_LOCT__CPA__C5_loct_T_cells.npz,999fc686ed8d695952f87b14d3d1a5fb5c1d95dced5e3bd41174bdd57aa26976,cell-mean,141,2000,0,1.1920928955078125e-06,0.0,canonical_cell_mean_bundle,0,,True
T5c,CellOT,T_cells,native,inputs/bundles/predictions/v2_native/C5_LOCT__CellOT__C5_loct_T_cells.npz,00b67f1bcd8b1b9787e385709c9a948661c429b21a014d90d7a771ddebc03440,cell-mean,141,2000,0,1.1920928955078125e-06,0.0,canonical_cell_mean_bundle,1,perturbation=Alvocidib,True
T5c,PerturbNet,T_cells,native,inputs/bundles/predictions/v2_native/C5_LOCT__PerturbNet__C5_loct_T_cells.npz,e6892b5f9991ba4ce1b3985a3bb993c81aaadf1a57bac397ff1c79d352c6c3ef,cell-mean,141,2000,0,1.1920928955078125e-06,0.0,canonical_cell_mean_bundle,1,perturbation=Navitoclax,True
T5c,STATE,T_cells,native,inputs/bundles/predictions/v2_native/C5_LOCT__STATE__C5_loct_T_cells.npz,ccd0d696a0548db6c594a702cc38ccbf5e80e9414d77f14edf00b81d511ee4a7,cell-mean,141,2000,0,1.1920928955078125e-06,0.0,canonical_cell_mean_bundle,0,,True
T5c,scGen,T_cells,native,inputs/bundles/predictions/v2_native/C5_LOCT__scGen__C5_loct_T_cells.npz,48c6970a70cf67b082a2fa62c0cf2dfb845e4fc593b565fba625426174ef4493,cell-mean,141,2000,0,1.1920928955078125e-06,0.0,canonical_cell_mean_bundle,1,perturbation=Alvocidib,True
T5c,scPRAM,T_cells,native,inputs/bundles/predictions/v2_native/C5_LOCT__scPRAM__C5_loct_T_cells.npz,712cc1d5f2516d974bfaca17d929881d23665b85a94590075fb79b80cec5e7bd,cell-mean,141,2000,0,1.1920928955078125e-06,0.0,canonical_cell_mean_bundle,0,,True
