task,method,gene_mask,model,program,unit,correlation,correlation_status,row,column
T5c,rank_top5_mean_profile,all_measured_original_members,CellFlow,effector_lymphocyte,T_cells,,constant_observed_score,7,11
T5c,rank_top5_mean_profile,all_measured_original_members,PerturbNet,type_I_IFN,B,0.7358474022897836,estimable,8,0
T5c,rank_top5_mean_profile,all_measured_original_members,PerturbNet,type_I_IFN,Mono,0.2657195873909381,estimable,8,1
T5c,rank_top5_mean_profile,all_measured_original_members,PerturbNet,type_I_IFN,NK,0.5510903605468175,estimable,8,2
T5c,rank_top5_mean_profile,all_measured_original_members,PerturbNet,type_I_IFN,T_cells,0.6221257018906364,estimable,8,3
T5c,rank_top5_mean_profile,all_measured_original_members,PerturbNet,inflammatory_NFkB,B,,constant_predicted_score,8,4
T5c,rank_top5_mean_profile,all_measured_original_members,PerturbNet,inflammatory_NFkB,Mono,,constant_predicted_score,8,5
T5c,rank_top5_mean_profile,all_measured_original_members,PerturbNet,inflammatory_NFkB,NK,,constant_predicted_score,8,6
T5c,rank_top5_mean_profile,all_measured_original_members,PerturbNet,inflammatory_NFkB,T_cells,,constant_observed_score,8,7
T5c,rank_top5_mean_profile,all_measured_original_members,PerturbNet,effector_lymphocyte,B,,constant_observed_score,8,8
T5c,rank_top5_mean_profile,all_measured_original_members,PerturbNet,effector_lymphocyte,Mono,,constant_predicted_score,8,9
T5c,rank_top5_mean_profile,all_measured_original_members,PerturbNet,effector_lymphocyte,NK,0.4909388731479327,estimable,8,10
T5c,rank_top5_mean_profile,all_measured_original_members,PerturbNet,effector_lymphocyte,T_cells,,constant_observed_score,8,11
T5c,rank_top5_mean_profile,all_measured_original_members,PRnet,type_I_IFN,B,0.523795253620885,estimable,9,0
T5c,rank_top5_mean_profile,all_measured_original_members,PRnet,type_I_IFN,Mono,0.3766475431621977,estimable,9,1
T5c,rank_top5_mean_profile,all_measured_original_members,PRnet,type_I_IFN,NK,0.491066052855705,estimable,9,2
T5c,rank_top5_mean_profile,all_measured_original_members,PRnet,type_I_IFN,T_cells,0.6651443239640438,estimable,9,3
T5c,rank_top5_mean_profile,all_measured_original_members,PRnet,inflammatory_NFkB,B,,constant_predicted_score,9,4
T5c,rank_top5_mean_profile,all_measured_original_members,PRnet,inflammatory_NFkB,Mono,,constant_predicted_score,9,5
T5c,rank_top5_mean_profile,all_measured_original_members,PRnet,inflammatory_NFkB,NK,,constant_predicted_score,9,6
T5c,rank_top5_mean_profile,all_measured_original_members,PRnet,inflammatory_NFkB,T_cells,,constant_observed_score,9,7
T5c,rank_top5_mean_profile,all_measured_original_members,PRnet,effector_lymphocyte,B,,constant_observed_score,9,8
T5c,rank_top5_mean_profile,all_measured_original_members,PRnet,effector_lymphocyte,Mono,-0.1402487397398716,estimable,9,9
T5c,rank_top5_mean_profile,all_measured_original_members,PRnet,effector_lymphocyte,NK,,constant_predicted_score,9,10
T5c,rank_top5_mean_profile,all_measured_original_members,PRnet,effector_lymphocyte,T_cells,,constant_observed_score,9,11
T5c,rank_top5_mean_profile,all_measured_original_members,STATE,type_I_IFN,B,,constant_predicted_score,10,0
T5c,rank_top5_mean_profile,all_measured_original_members,STATE,type_I_IFN,Mono,0.0055538184070942,estimable,10,1
T5c,rank_top5_mean_profile,all_measured_original_members,STATE,type_I_IFN,NK,-0.1284261614745385,estimable,10,2
T5c,rank_top5_mean_profile,all_measured_original_members,STATE,type_I_IFN,T_cells,0.1023512680084593,estimable,10,3
T5c,rank_top5_mean_profile,all_measured_original_members,STATE,inflammatory_NFkB,B,,constant_predicted_score,10,4
T5c,rank_top5_mean_profile,all_measured_original_members,STATE,inflammatory_NFkB,Mono,,constant_predicted_score,10,5
T5c,rank_top5_mean_profile,all_measured_original_members,STATE,inflammatory_NFkB,NK,,constant_predicted_score,10,6
T5c,rank_top5_mean_profile,all_measured_original_members,STATE,inflammatory_NFkB,T_cells,,constant_observed_score,10,7
T5c,rank_top5_mean_profile,all_measured_original_members,STATE,effector_lymphocyte,B,,constant_observed_score,10,8
T5c,rank_top5_mean_profile,all_measured_original_members,STATE,effector_lymphocyte,Mono,,constant_predicted_score,10,9
T5c,rank_top5_mean_profile,all_measured_original_members,STATE,effector_lymphocyte,NK,,constant_predicted_score,10,10
T5c,rank_top5_mean_profile,all_measured_original_members,STATE,effector_lymphocyte,T_cells,,constant_observed_score,10,11
T5c,rank_top5_mean_profile,all_measured_original_members,scGPT,type_I_IFN,B,0.888865104094199,estimable,11,0
T5c,rank_top5_mean_profile,all_measured_original_members,scGPT,type_I_IFN,Mono,0.6259323099802079,estimable,11,1
T5c,rank_top5_mean_profile,all_measured_original_members,scGPT,type_I_IFN,NK,0.8727456879587264,estimable,11,2
T5c,rank_top5_mean_profile,all_measured_original_members,scGPT,type_I_IFN,T_cells,0.9316701183657564,estimable,11,3
T5c,rank_top5_mean_profile,all_measured_original_members,scGPT,inflammatory_NFkB,B,0.1717648871057409,estimable,11,4
T5c,rank_top5_mean_profile,all_measured_original_members,scGPT,inflammatory_NFkB,Mono,0.5312638007856519,estimable,11,5
T5c,rank_top5_mean_profile,all_measured_original_members,scGPT,inflammatory_NFkB,NK,-0.01248809260861,estimable,11,6
T5c,rank_top5_mean_profile,all_measured_original_members,scGPT,inflammatory_NFkB,T_cells,,constant_observed_score,11,7
T5c,rank_top5_mean_profile,all_measured_original_members,scGPT,effector_lymphocyte,B,,constant_observed_score,11,8
T5c,rank_top5_mean_profile,all_measured_original_members,scGPT,effector_lymphocyte,Mono,,constant_predicted_score,11,9
T5c,rank_top5_mean_profile,all_measured_original_members,scGPT,effector_lymphocyte,NK,0.4729408099783388,estimable,11,10
T5c,rank_top5_mean_profile,all_measured_original_members,scGPT,effector_lymphocyte,T_cells,,constant_observed_score,11,11
T5c,rank_top5_mean_profile,all_measured_original_members,scFoundation,type_I_IFN,B,0.2063652352336395,estimable,12,0
T5c,rank_top5_mean_profile,all_measured_original_members,scFoundation,type_I_IFN,Mono,0.5368651605293145,estimable,12,1
T5c,rank_top5_mean_profile,all_measured_original_members,scFoundation,type_I_IFN,NK,0.7072325269555861,estimable,12,2
T5c,rank_top5_mean_profile,all_measured_original_members,scFoundation,type_I_IFN,T_cells,0.8372528638730288,estimable,12,3
T5c,rank_top5_mean_profile,all_measured_original_members,scFoundation,inflammatory_NFkB,B,,constant_predicted_score,12,4
T5c,rank_top5_mean_profile,all_measured_original_members,scFoundation,inflammatory_NFkB,Mono,0.4618521856039329,estimable,12,5
T5c,rank_top5_mean_profile,all_measured_original_members,scFoundation,inflammatory_NFkB,NK,,constant_predicted_score,12,6
T5c,rank_top5_mean_profile,all_measured_original_members,scFoundation,inflammatory_NFkB,T_cells,,constant_observed_score,12,7
T5c,rank_top5_mean_profile,all_measured_original_members,scFoundation,effector_lymphocyte,B,,constant_observed_score,12,8
T5c,rank_top5_mean_profile,all_measured_original_members,scFoundation,effector_lymphocyte,Mono,,constant_predicted_score,12,9
T5c,rank_top5_mean_profile,all_measured_original_members,scFoundation,effector_lymphocyte,NK,0.486064665421717,estimable,12,10
T5c,rank_top5_mean_profile,all_measured_original_members,scFoundation,effector_lymphocyte,T_cells,,constant_observed_score,12,11
