task,model,unit,stratum,pearson_delta
T5c,scFoundation,Mono,perturbation=Midostaurin,0.36433483880026857
T5c,scFoundation,Mono,perturbation=PF-03814735,0.5742199325884664
T5c,scFoundation,Mono,perturbation=Vanoxerine,0.17004480043574818
T5c,scFoundation,Mono,perturbation=AZD3514,0.19067276601479716
T5c,scFoundation,Mono,perturbation=OSI-930,0.09294675771773697
T5c,scFoundation,Mono,perturbation=AZ628,0.2854128636453954
T5c,scFoundation,Mono,perturbation=TPCA-1,0.4869961140670233
T5c,scFoundation,Mono,perturbation=CEP-37440,0.17108508189110044
T5c,scFoundation,Mono,perturbation=Tivantinib,0.32352876605215597
T5c,scFoundation,Mono,perturbation=AZD4547,0.1668661696323625
T5c,scFoundation,Mono,perturbation=SB525334,0.3794224218473717
T5c,scFoundation,Mono,perturbation=HMN-214,0.47904126253311347
T5c,scFoundation,Mono,perturbation=GO-6976,0.4804547814205453
T5c,scFoundation,Mono,perturbation=AZD-8330,0.20595900083299118
T5c,scFoundation,Mono,perturbation=MGCD-265,0.20839189645595263
T5c,scFoundation,Mono,perturbation=GSK256066,0.1488279521725331
T5c,scFoundation,Mono,perturbation=Tosedostat,0.20412720422387393
T5c,scFoundation,Mono,perturbation=Prednisolone,0.32076738802157817
T5c,scFoundation,Mono,perturbation=HYDROXYUREA,0.11905848244294957
T5c,scFoundation,Mono,perturbation=Decitabine,0.15339268470358064
T5c,scFoundation,Mono,perturbation=CC-401,0.26682677620429146
T5c,scFoundation,Mono,perturbation=Saracatinib,0.42365777340748284
T5c,scFoundation,Mono,perturbation=Masitinib,0.21043172282137143
T5c,scFoundation,Mono,perturbation=GSK-1070916,0.2275670864468266
T5c,scFoundation,Mono,perturbation=R428,0.06395188712895683
T5c,scFoundation,Mono,perturbation=Colchicine,0.28957838992587426
T5c,scFoundation,Mono,perturbation=Tacalcitol,0.1290940691797578
T5c,scFoundation,Mono,perturbation=LDN 193189,0.1969214565872141
T5c,scFoundation,Mono,perturbation=Resminostat,0.3880356301193198
T5c,scFoundation,Mono,perturbation=RG7112,0.22275435180153214
T5c,scFoundation,Mono,perturbation=Ricolinostat,0.30137081596448667
T5c,scFoundation,Mono,perturbation=Oxybenzone,0.2266463974917222
T5c,scFoundation,Mono,perturbation=ABT-199 (GDC-0199),0.26580124790504284
T5c,scFoundation,Mono,perturbation=Selumetinib,0.28613160934542725
T5c,scFoundation,Mono,perturbation=Cabozantinib,0.3671700737915485
T5c,scFoundation,Mono,perturbation=Crizotinib,0.4269946110727437
T5c,scFoundation,Mono,perturbation=Lamivudine,0.22944657940335111
T5c,scFoundation,Mono,perturbation=Ceritinib,0.20380778159732066
T5c,scFoundation,Mono,perturbation=Bosutinib,0.47733524635902824
T5c,scFoundation,Mono,perturbation=Vandetanib,0.1245750224608499
T5c,scFoundation,Mono,perturbation=Mometasone Furoate,0.4736992498303414
T5c,scFoundation,Mono,perturbation=Clotrimazole,0.13313266815599187
T5c,scFoundation,Mono,perturbation=UNII-BXU45ZH6LI,0.30814070205579813
T5c,scFoundation,Mono,perturbation=BMS-387032,0.024774308668730625
T5c,scFoundation,NK,perturbation=Atorvastatin,0.3188146894443283
T5c,scFoundation,NK,perturbation=5-(9-Isopropyl-8-methyl-2-morpholino-9H-purin-6-yl)pyrimidin-2-amine,0.5109502032022535
T5c,scFoundation,NK,perturbation=Topotecan,0.2395971179153206
T5c,scFoundation,NK,perturbation=BMS-265246,0.40684119199015395
T5c,scFoundation,NK,perturbation=AMD-070 (hydrochloride),0.2041184168828237
T5c,scFoundation,NK,perturbation=AT13387,0.5874720948279525
T5c,scFoundation,NK,perturbation=Desloratadine,0.3168807812512905
T5c,scFoundation,NK,perturbation=Ganetespib (STA-9090),0.5964713579550703
T5c,scFoundation,NK,perturbation=O-Demethylated Adapalene,0.302498110253456
T5c,scFoundation,NK,perturbation=BAY 87-2243,0.42016968854106035
T5c,scFoundation,NK,perturbation=Ruxolitinib,0.4688934806671285
T5c,scFoundation,NK,perturbation=Sgc-cbp30,0.23058754407781315
T5c,scFoundation,NK,perturbation=PF-04691502,0.4535771741942382
T5c,scFoundation,NK,perturbation=Dactolisib,0.5405332902137726
T5c,scFoundation,NK,perturbation=Alogliptin,0.29576798776172347
T5c,scFoundation,NK,perturbation=Clomipramine,0.3696807222059772
T5c,scFoundation,NK,perturbation=Protriptyline,0.28731347189295403
T5c,scFoundation,NK,perturbation=Phenylbutazone,0.28118967953881957
T5c,scFoundation,NK,perturbation=Pomalidomide,0.3920052087399938
T5c,scFoundation,NK,perturbation=FK 866,0.36937404459843487
T5c,scFoundation,NK,perturbation=Perhexiline,0.4799189061912724
T5c,scFoundation,NK,perturbation=BMS-536924,0.4571550366687935
T5c,scFoundation,NK,perturbation=Penfluridol,0.342548735163744
T5c,scFoundation,NK,perturbation=Sunitinib,0.30872459874775
T5c,scFoundation,NK,perturbation=I-BET151,0.25514040890099726
T5c,scFoundation,NK,perturbation=K-02288,0.29866700504768856
T5c,scFoundation,NK,perturbation=Dovitinib,0.29748277469927764
T5c,scFoundation,NK,perturbation=Chlorpheniramine,0.28919542148802996
T5c,scFoundation,NK,perturbation=UNII-BXU45ZH6LI,0.06596791936312686
T5c,scFoundation,NK,perturbation=IKK Inhibitor VII,0.43975386544510975
T5c,scFoundation,NK,perturbation=Quizartinib,0.2578813034779477
T5c,scFoundation,NK,perturbation=Tivozanib,0.3289873382302971
T5c,scFoundation,NK,perturbation=Foretinib,0.4166739307514198
T5c,scFoundation,NK,perturbation=BMS-777607,0.33407046706281407
T5c,scFoundation,NK,perturbation=AVL-292,0.4275450191839413
T5c,scFoundation,NK,perturbation=Scriptaid,0.6354692583061531
T5c,scFoundation,NK,perturbation=RVX-208,0.21636211141460948
T5c,scFoundation,NK,perturbation=Amiodarone,0.3240821343288707
T5c,scFoundation,NK,perturbation=RN-486,0.21389328400647145
T5c,scFoundation,NK,perturbation=Tamatinib,0.49454715331693916
T5c,scFoundation,NK,perturbation=GW843682X,0.3244962077918473
T5c,scFoundation,NK,perturbation=Porcn Inhibitor III,0.46093229994106727
T5c,scFoundation,NK,perturbation=Navitoclax,0.2691428525751961
T5c,scFoundation,NK,perturbation=BAY 61-3606,0.3699143569303914
T5c,scFoundation,NK,perturbation=Ketoconazole,0.6584343437219216
T5c,scFoundation,NK,perturbation=Isoniazid,0.31148869288058606
T5c,scFoundation,NK,perturbation=PD-0325901,0.3703480512176986
T5c,scFoundation,NK,perturbation=TIE2 Kinase Inhibitor,0.31337651929461185
T5c,scFoundation,NK,perturbation=CGP 60474,-0.09770344662321828
T5c,scFoundation,NK,perturbation=BMS-387032,0.4079171638481105
T5c,scFoundation,NK,perturbation=TL_HRAS26,0.2752760397734837
T5c,scFoundation,NK,perturbation=Methotrexate,0.41088148986341816
T5c,scFoundation,NK,perturbation=LY2090314,0.3387444726974819
T5c,scFoundation,NK,perturbation=Alvocidib,0.047798664410252045
T5c,scFoundation,NK,perturbation=IMD-0354,0.4165661683833617
T5c,scFoundation,NK,perturbation=MK-5108,0.3812015337714157
T5c,scFoundation,NK,perturbation=Ixabepilone,0.3171600378348816
T5c,scFoundation,NK,perturbation=IN1451,0.6886231724258126
T5c,scFoundation,NK,perturbation=Proscillaridin A;Proscillaridin-A,0.7018695177341293
T5c,scFoundation,NK,perturbation=Palbociclib,0.34381926588021855
T5c,scFoundation,NK,perturbation=Vardenafil,0.3569900315285719
T5c,scFoundation,NK,perturbation=Disulfiram,0.311635185609291
T5c,scFoundation,NK,perturbation=Canertinib,0.27758088625394983
T5c,scFoundation,NK,perturbation=Lapatinib,0.31204711479099756
T5c,scFoundation,NK,perturbation=Linagliptin,0.3333842922504507
T5c,scFoundation,NK,perturbation=Raloxifene,0.4863416262150209
T5c,scFoundation,NK,perturbation=Vorinostat,0.5903923338545735
T5c,scFoundation,NK,perturbation=Trametinib,0.38710855612826117
T5c,scFoundation,NK,perturbation=Dasatinib,0.3488626114856354
T5c,scFoundation,NK,perturbation=Flutamide,0.3064923242805508
T5c,scFoundation,NK,perturbation=Idelalisib,0.36358911251380166
T5c,scFoundation,NK,perturbation=Riociguat,0.33463439188305
T5c,scFoundation,NK,perturbation=Azacitidine,0.282752541959041
T5c,scFoundation,NK,perturbation=TGX 221,0.44632865368741254
T5c,scFoundation,NK,perturbation=CGM-097,0.6188071623683992
T5c,scFoundation,NK,perturbation=Clemastine,0.36425246579551007
T5c,scFoundation,NK,perturbation=Imatinib,0.3162596701127341
T5c,scFoundation,NK,perturbation=Tipifarnib,0.3465525659809819
T5c,scFoundation,NK,perturbation=RG7090,0.5296588834979372
T5c,scFoundation,NK,perturbation=CHIR-99021,0.5058517219479322
T5c,scFoundation,NK,perturbation=TR-14035,0.3813377616653063
T5c,scFoundation,NK,perturbation=Pitavastatin Calcium,0.5817204125589829
T5c,scFoundation,NK,perturbation=SLx-2119,0.3355904686218289
T5c,scFoundation,NK,perturbation=YK 4-279,0.5552177489174424
T5c,scFoundation,NK,perturbation=SCH-58261,0.3280222771896149
T5c,scFoundation,NK,perturbation=BX 912,0.42177530475815767
T5c,scFoundation,NK,perturbation=GLPG0634,0.4182513519619167
T5c,scFoundation,NK,perturbation=Defactinib,0.3947975305928506
T5c,scFoundation,NK,perturbation=Nilotinib,0.45435198267685545
T5c,scFoundation,NK,perturbation=ABT737,0.24270409402203502
T5c,scFoundation,NK,perturbation=Nefazodone,0.33834656264740265
T5c,scFoundation,NK,perturbation=Buspirone,0.3329761817035366
T5c,scFoundation,NK,perturbation=Colforsin,0.37014756149055417
T5c,scFoundation,NK,perturbation=Doxorubicin,0.3617931992452614
T5c,scFoundation,NK,perturbation=Mubritinib (TAK 165),0.40778575493971
T5c,scFoundation,NK,perturbation=BI-D1870,0.45561888779655335
T5c,scFoundation,NK,perturbation=AT 7867,0.41789476839166745
T5c,scFoundation,NK,perturbation=PRT-062607,0.43914909827025633
T5c,scFoundation,NK,perturbation=STK219801,0.3262873361908266
T5c,scFoundation,NK,perturbation=Midostaurin,0.45797014118844964
T5c,scFoundation,NK,perturbation=PF-03814735,0.4382392915403351
T5c,scFoundation,NK,perturbation=Vanoxerine,0.33381314809811063
T5c,scFoundation,NK,perturbation=AZD3514,0.32941411517778046
T5c,scFoundation,NK,perturbation=OSI-930,0.2938490892679462
T5c,scFoundation,NK,perturbation=AZ628,0.41751726390741234
T5c,scFoundation,NK,perturbation=TPCA-1,0.487021926305315
T5c,scFoundation,NK,perturbation=CEP-37440,0.3450379929593455
T5c,scFoundation,NK,perturbation=Tivantinib,0.30160581939576236
T5c,scFoundation,NK,perturbation=AZD4547,0.30742632400897835
T5c,scFoundation,NK,perturbation=SB525334,0.5503144221295918
T5c,scFoundation,NK,perturbation=HMN-214,0.566493790700718
T5c,scFoundation,NK,perturbation=GO-6976,0.5508157861941848
T5c,scFoundation,NK,perturbation=AZD-8330,0.4585592509125059
T5c,scFoundation,NK,perturbation=MGCD-265,0.3057857058503249
T5c,scFoundation,NK,perturbation=GSK256066,0.3413143100394814
T5c,scFoundation,NK,perturbation=Tosedostat,0.2866640790544714
T5c,scFoundation,NK,perturbation=Prednisolone,0.4111402796183214
T5c,scFoundation,NK,perturbation=HYDROXYUREA,0.28023589598881316
T5c,scFoundation,NK,perturbation=Decitabine,0.3426154152740441
T5c,scFoundation,NK,perturbation=CC-401,0.41087152429011464
T5c,scFoundation,NK,perturbation=Saracatinib,0.3981683484669861
T5c,scFoundation,NK,perturbation=Masitinib,0.3612977764788998
T5c,scFoundation,NK,perturbation=GSK-1070916,0.2564631513406263
T5c,scFoundation,NK,perturbation=R428,0.2509012503478202
T5c,scFoundation,NK,perturbation=Colchicine,0.3833043557292641
T5c,scFoundation,NK,perturbation=Tacalcitol,0.3541609789381407
T5c,scFoundation,NK,perturbation=LDN 193189,0.2695589799887786
T5c,scFoundation,NK,perturbation=Resminostat,0.6071945686003698
T5c,scFoundation,NK,perturbation=RG7112,0.36595790440246184
T5c,scFoundation,NK,perturbation=Ricolinostat,0.1826593902264729
T5c,scFoundation,NK,perturbation=Oxybenzone,0.33772705900610356
T5c,scFoundation,NK,perturbation=ABT-199 (GDC-0199),0.3396452081121096
T5c,scFoundation,NK,perturbation=Selumetinib,0.3342189375155829
T5c,scFoundation,NK,perturbation=Cabozantinib,0.4965670460667018
T5c,scFoundation,NK,perturbation=Crizotinib,0.42594089886724423
T5c,scFoundation,NK,perturbation=Lamivudine,0.3304803001113655
T5c,scFoundation,NK,perturbation=Ceritinib,0.37745817895701944
T5c,scFoundation,NK,perturbation=Bosutinib,0.38780159080623067
T5c,scFoundation,NK,perturbation=Vandetanib,0.29595025069641867
T5c,scFoundation,NK,perturbation=Mometasone Furoate,0.4790439555127248
T5c,scFoundation,NK,perturbation=Clotrimazole,0.312030541523346
T5c,scFoundation,T_cells,perturbation=Atorvastatin,0.21824367423556476
T5c,scFoundation,T_cells,perturbation=5-(9-Isopropyl-8-methyl-2-morpholino-9H-purin-6-yl)pyrimidin-2-amine,0.6276894231079165
T5c,scFoundation,T_cells,perturbation=Topotecan,0.25593235097796807
T5c,scFoundation,T_cells,perturbation=BMS-265246,0.34460349953775077
T5c,scFoundation,T_cells,perturbation=AMD-070 (hydrochloride),0.19331510294643517
T5c,scFoundation,T_cells,perturbation=AT13387,0.6656540945958211
T5c,scFoundation,T_cells,perturbation=Desloratadine,0.29948608200098287
T5c,scFoundation,T_cells,perturbation=Ganetespib (STA-9090),0.6863397327194193
T5c,scFoundation,T_cells,perturbation=O-Demethylated Adapalene,0.35960306036570056
T5c,scFoundation,T_cells,perturbation=BAY 87-2243,0.4660305542345853
T5c,scFoundation,T_cells,perturbation=Ruxolitinib,0.5458019652059719
T5c,scFoundation,T_cells,perturbation=Sgc-cbp30,0.1513557714754267
T5c,scFoundation,T_cells,perturbation=PF-04691502,0.48106852094518043
T5c,scFoundation,T_cells,perturbation=Dactolisib,0.5988083323690018
T5c,scFoundation,T_cells,perturbation=Alogliptin,0.23547426966400048
T5c,scFoundation,T_cells,perturbation=Clomipramine,0.3136924080465872
T5c,scFoundation,T_cells,perturbation=Protriptyline,0.21028926681659518
T5c,scFoundation,T_cells,perturbation=Phenylbutazone,0.24130374621569958
T5c,scFoundation,T_cells,perturbation=Pomalidomide,0.21412902177061507
T5c,scFoundation,T_cells,perturbation=FK 866,0.4277332370221783
T5c,scFoundation,T_cells,perturbation=Perhexiline,0.5868241962382784
T5c,scFoundation,T_cells,perturbation=BMS-536924,0.5663652455974513
T5c,scFoundation,T_cells,perturbation=Penfluridol,0.2917008405074714
T5c,scFoundation,T_cells,perturbation=Sunitinib,0.37739581736490174
T5c,scFoundation,T_cells,perturbation=I-BET151,0.42381084562468185
T5c,scFoundation,T_cells,perturbation=K-02288,0.26110283653923283
T5c,scFoundation,T_cells,perturbation=Dovitinib,0.32841432282467575
T5c,scFoundation,T_cells,perturbation=Chlorpheniramine,0.26010195115191237
T5c,scFoundation,T_cells,perturbation=UNII-BXU45ZH6LI,0.3624807500017194
T5c,scFoundation,T_cells,perturbation=IKK Inhibitor VII,0.5505520863513944
T5c,scFoundation,T_cells,perturbation=Quizartinib,0.1819215480454294
T5c,scFoundation,T_cells,perturbation=Tivozanib,0.3121053627042455
T5c,scFoundation,T_cells,perturbation=Foretinib,0.44178867062641175
T5c,scFoundation,T_cells,perturbation=BMS-777607,0.33098368293154506
T5c,scFoundation,T_cells,perturbation=AVL-292,0.4469207200940724
T5c,scFoundation,T_cells,perturbation=Scriptaid,0.5901218820952526
T5c,scFoundation,T_cells,perturbation=RVX-208,0.25015744409853646
T5c,scFoundation,T_cells,perturbation=Amiodarone,0.2702636101533365
T5c,scFoundation,T_cells,perturbation=RN-486,0.18502998887526342
T5c,scFoundation,T_cells,perturbation=Tamatinib,0.6011927210929089
T5c,scFoundation,T_cells,perturbation=GW843682X,0.22731262959118095
T5c,scFoundation,T_cells,perturbation=Porcn Inhibitor III,0.4369119384012551
T5c,scFoundation,T_cells,perturbation=Navitoclax,0.15514977364461557
T5c,scFoundation,T_cells,perturbation=BAY 61-3606,0.46059162014778404
T5c,scFoundation,T_cells,perturbation=Ketoconazole,0.719108972411125
T5c,scFoundation,T_cells,perturbation=Isoniazid,0.23683829537128417
T5c,scFoundation,T_cells,perturbation=PD-0325901,0.3850248275582129
T5c,scFoundation,T_cells,perturbation=TIE2 Kinase Inhibitor,0.29715392565198234
T5c,scFoundation,T_cells,perturbation=CGP 60474,0.1760992637033898
T5c,scFoundation,T_cells,perturbation=BMS-387032,0.41389875398803766
T5c,scFoundation,T_cells,perturbation=TL_HRAS26,0.19385481661117648
T5c,scFoundation,T_cells,perturbation=Methotrexate,0.31615137263526477
T5c,scFoundation,T_cells,perturbation=LY2090314,0.43000286146651917
T5c,scFoundation,T_cells,perturbation=Alvocidib,0.1610174596251473
T5c,scFoundation,T_cells,perturbation=IMD-0354,0.48202300041069324
T5c,scFoundation,T_cells,perturbation=MK-5108,0.316210304570149
T5c,scFoundation,T_cells,perturbation=Ixabepilone,0.24809325486814077
T5c,scFoundation,T_cells,perturbation=IN1451,0.7840008337484535
T5c,scFoundation,T_cells,perturbation=Proscillaridin A;Proscillaridin-A,0.7355743444189236
T5c,scFoundation,T_cells,perturbation=Palbociclib,0.3472337554814166
T5c,scFoundation,T_cells,perturbation=Vardenafil,0.37072692360857584
T5c,scFoundation,T_cells,perturbation=Disulfiram,0.22014988703451335
T5c,scFoundation,T_cells,perturbation=Canertinib,0.15781678378205055
T5c,scFoundation,T_cells,perturbation=Lapatinib,0.28979648063042035
T5c,scFoundation,T_cells,perturbation=Linagliptin,0.25794810925616857
T5c,scFoundation,T_cells,perturbation=Raloxifene,0.5124363445047677
T5c,scFoundation,T_cells,perturbation=Vorinostat,0.6050067440254366
T5c,scFoundation,T_cells,perturbation=Trametinib,0.3852444394028459
T5c,scFoundation,T_cells,perturbation=Dasatinib,0.5894966759346258
T5c,scFoundation,T_cells,perturbation=Flutamide,0.27780239053378386
T5c,scFoundation,T_cells,perturbation=Idelalisib,0.350021437234907
T5c,scFoundation,T_cells,perturbation=Riociguat,0.264332084009355
T5c,scFoundation,T_cells,perturbation=Azacitidine,0.17980045856834445
T5c,scFoundation,T_cells,perturbation=TGX 221,0.5084952865375288
T5c,scFoundation,T_cells,perturbation=CGM-097,0.5968917345820586
T5c,scFoundation,T_cells,perturbation=Clemastine,0.23015676054883596
T5c,scFoundation,T_cells,perturbation=Imatinib,0.18987961959101646
T5c,scFoundation,T_cells,perturbation=Tipifarnib,0.2976300181986139
T5c,scFoundation,T_cells,perturbation=RG7090,0.5073992358143292
T5c,scFoundation,T_cells,perturbation=CHIR-99021,0.48908465016934743
T5c,scFoundation,T_cells,perturbation=TR-14035,0.3614585798795663
T5c,scFoundation,T_cells,perturbation=Pitavastatin Calcium,0.7004893065518786
T5c,scFoundation,T_cells,perturbation=SLx-2119,0.2642058437576362
T5c,scFoundation,T_cells,perturbation=YK 4-279,0.571385532509544
T5c,scFoundation,T_cells,perturbation=SCH-58261,0.21397440103897872
T5c,scFoundation,T_cells,perturbation=BX 912,0.4029774636863804
T5c,scFoundation,T_cells,perturbation=GLPG0634,0.5451386133718172
T5c,scFoundation,T_cells,perturbation=Defactinib,0.31472864191323346
T5c,scFoundation,T_cells,perturbation=Nilotinib,0.5332329983612036
T5c,scFoundation,T_cells,perturbation=ABT737,0.19655090221935345
T5c,scFoundation,T_cells,perturbation=Nefazodone,0.29589950469733706
T5c,scFoundation,T_cells,perturbation=Buspirone,0.2180346501048109
T5c,scFoundation,T_cells,perturbation=Colforsin,0.3560896574180837
T5c,scFoundation,T_cells,perturbation=Doxorubicin,0.3176399358067061
T5c,scFoundation,T_cells,perturbation=Mubritinib (TAK 165),0.3516437048871553
T5c,scFoundation,T_cells,perturbation=BI-D1870,0.48180239651167345
T5c,scFoundation,T_cells,perturbation=AT 7867,0.4564520733983466
T5c,scFoundation,T_cells,perturbation=PRT-062607,0.5663215613275686
T5c,scFoundation,T_cells,perturbation=STK219801,0.16328437610757657
T5c,scFoundation,T_cells,perturbation=Midostaurin,0.5257832672771858
T5c,scFoundation,T_cells,perturbation=PF-03814735,0.5317764739542107
T5c,scFoundation,T_cells,perturbation=Vanoxerine,0.264800971688968
T5c,scFoundation,T_cells,perturbation=AZD3514,0.2702019094249911
T5c,scFoundation,T_cells,perturbation=OSI-930,0.24631769093754743
T5c,scFoundation,T_cells,perturbation=AZ628,0.48618696524099203
T5c,scFoundation,T_cells,perturbation=TPCA-1,0.5670145296491378
T5c,scFoundation,T_cells,perturbation=CEP-37440,0.3197980725242381
T5c,scFoundation,T_cells,perturbation=Tivantinib,0.27943450298158207
T5c,scFoundation,T_cells,perturbation=AZD4547,0.32780888020200394
T5c,scFoundation,T_cells,perturbation=SB525334,0.4513319848920127
T5c,scFoundation,T_cells,perturbation=HMN-214,0.5914613542722201
T5c,scFoundation,T_cells,perturbation=GO-6976,0.5744561430828359
T5c,scFoundation,T_cells,perturbation=AZD-8330,0.42608729413489227
T5c,scFoundation,T_cells,perturbation=MGCD-265,0.2997970597781001
T5c,scFoundation,T_cells,perturbation=GSK256066,0.3248158422098264
T5c,scFoundation,T_cells,perturbation=Tosedostat,0.19513274787055637
T5c,scFoundation,T_cells,perturbation=Prednisolone,0.5415644415358556
T5c,scFoundation,T_cells,perturbation=HYDROXYUREA,0.30283656163592476
T5c,scFoundation,T_cells,perturbation=Decitabine,0.2828762411854794
T5c,scFoundation,T_cells,perturbation=CC-401,0.4152715664721741
T5c,scFoundation,T_cells,perturbation=Saracatinib,0.5164766277306749
T5c,scFoundation,T_cells,perturbation=Masitinib,0.36249420817188016
T5c,scFoundation,T_cells,perturbation=GSK-1070916,0.22688169798308508
T5c,scFoundation,T_cells,perturbation=R428,0.2538545612250032
T5c,scFoundation,T_cells,perturbation=Colchicine,0.4722067977943284
T5c,scFoundation,T_cells,perturbation=Tacalcitol,0.3828562094113574
T5c,scFoundation,T_cells,perturbation=LDN 193189,0.20917477306730783
T5c,scFoundation,T_cells,perturbation=Resminostat,0.5826953572315013
T5c,scFoundation,T_cells,perturbation=RG7112,0.2321039183785827
T5c,scFoundation,T_cells,perturbation=Ricolinostat,0.13931129432612419
T5c,scFoundation,T_cells,perturbation=Oxybenzone,0.24057577972772137
T5c,scFoundation,T_cells,perturbation=ABT-199 (GDC-0199),0.2305272470794866
T5c,scFoundation,T_cells,perturbation=Selumetinib,0.40838989155255523
T5c,scFoundation,T_cells,perturbation=Cabozantinib,0.4758137856550081
T5c,scFoundation,T_cells,perturbation=Crizotinib,0.5405805457056599
T5c,scFoundation,T_cells,perturbation=Lamivudine,0.33512680810901513
T5c,scFoundation,T_cells,perturbation=Ceritinib,0.35166751855107253
T5c,scFoundation,T_cells,perturbation=Bosutinib,0.5637177175241848
T5c,scFoundation,T_cells,perturbation=Vandetanib,0.22018338145517774
T5c,scFoundation,T_cells,perturbation=Mometasone Furoate,0.601615386572255
T5c,scFoundation,T_cells,perturbation=Clotrimazole,0.34920237416937105
T5c,scGPT,B,perturbation=Atorvastatin,0.293420718048903
T5c,scGPT,B,perturbation=5-(9-Isopropyl-8-methyl-2-morpholino-9H-purin-6-yl)pyrimidin-2-amine,0.5877531646744647
T5c,scGPT,B,perturbation=Topotecan,0.387408631419572
T5c,scGPT,B,perturbation=BMS-265246,0.45158179172046453
T5c,scGPT,B,perturbation=AMD-070 (hydrochloride),0.2094404002243092
T5c,scGPT,B,perturbation=AT13387,0.6023098765338588
T5c,scGPT,B,perturbation=Desloratadine,0.2707115237263225
T5c,scGPT,B,perturbation=Ganetespib (STA-9090),0.6223632552382062
T5c,scGPT,B,perturbation=O-Demethylated Adapalene,0.3042201223266004
T5c,scGPT,B,perturbation=BAY 87-2243,0.4364344109708334
T5c,scGPT,B,perturbation=Ruxolitinib,0.5550007513360102
T5c,scGPT,B,perturbation=Sgc-cbp30,0.24815101199132508
T5c,scGPT,B,perturbation=PF-04691502,0.48521506432404776
T5c,scGPT,B,perturbation=Dactolisib,0.6677338363180754
T5c,scGPT,B,perturbation=Alogliptin,0.2427907633401125
T5c,scGPT,B,perturbation=Clomipramine,0.3275798843394252
T5c,scGPT,B,perturbation=Protriptyline,0.2057086773838875
T5c,scGPT,B,perturbation=Phenylbutazone,0.2717276453786629
T5c,scGPT,B,perturbation=Pomalidomide,0.4020108319066193
T5c,scGPT,B,perturbation=FK 866,0.4224330879454759
T5c,scGPT,B,perturbation=Perhexiline,0.4763621266710416
T5c,scGPT,B,perturbation=BMS-536924,0.5719120898320462
T5c,scGPT,B,perturbation=Penfluridol,0.27215450036060457
T5c,scGPT,B,perturbation=Sunitinib,0.3493638655106953
T5c,scGPT,B,perturbation=I-BET151,0.6082795708728661
T5c,scGPT,B,perturbation=K-02288,0.17741014234512095
T5c,scGPT,B,perturbation=Dovitinib,0.3515700002663405
T5c,scGPT,B,perturbation=Chlorpheniramine,0.2905200360504002
T5c,scGPT,B,perturbation=UNII-BXU45ZH6LI,0.44731144364832165
T5c,scGPT,B,perturbation=IKK Inhibitor VII,0.5285249906599234
T5c,scGPT,B,perturbation=Quizartinib,0.24972435814896823
T5c,scGPT,B,perturbation=Tivozanib,0.26494549486362323
T5c,scGPT,B,perturbation=Foretinib,0.49897307536171753
T5c,scGPT,B,perturbation=BMS-777607,0.31295596672490233
T5c,scGPT,B,perturbation=AVL-292,0.38965857358997374
T5c,scGPT,B,perturbation=Scriptaid,0.5787794097965022
T5c,scGPT,B,perturbation=RVX-208,0.28808279234685247
T5c,scGPT,B,perturbation=Amiodarone,0.20188640466119478
T5c,scGPT,B,perturbation=RN-486,0.19535180039082198
T5c,scGPT,B,perturbation=Tamatinib,0.5760278784372178
T5c,scGPT,B,perturbation=GW843682X,0.2955291470562213
T5c,scGPT,B,perturbation=Porcn Inhibitor III,0.36966908700762285
T5c,scGPT,B,perturbation=Navitoclax,0.17184730035383733
T5c,scGPT,B,perturbation=BAY 61-3606,0.562543542188445
T5c,scGPT,B,perturbation=Ketoconazole,0.6853809276882714
T5c,scGPT,B,perturbation=Isoniazid,0.22037084773371787
T5c,scGPT,B,perturbation=PD-0325901,0.41346513835308535
T5c,scGPT,B,perturbation=TIE2 Kinase Inhibitor,0.2632444010009055
T5c,scGPT,B,perturbation=BMS-387032,0.1937770606473128
T5c,scGPT,B,perturbation=TL_HRAS26,0.25227760951784417
T5c,scGPT,B,perturbation=Methotrexate,0.3974095204720247
T5c,scGPT,B,perturbation=LY2090314,0.45182274594343647
T5c,scGPT,B,perturbation=Alvocidib,0.00031343731571663617
T5c,scGPT,B,perturbation=IMD-0354,0.5537325235851881
T5c,scGPT,B,perturbation=MK-5108,0.31046493260470875
T5c,scGPT,B,perturbation=Ixabepilone,0.30174869494782647
T5c,scGPT,B,perturbation=IN1451,0.7550400548348786
T5c,scGPT,B,perturbation=Proscillaridin A;Proscillaridin-A,0.696840803732982
T5c,scGPT,B,perturbation=Palbociclib,0.3446142864036909
T5c,scGPT,B,perturbation=Vardenafil,0.34003209892191955
T5c,scGPT,B,perturbation=Disulfiram,0.1521341170212343
T5c,scGPT,B,perturbation=Canertinib,0.3592711724270447
T5c,scGPT,B,perturbation=Lapatinib,0.33959809786411
T5c,scGPT,B,perturbation=Linagliptin,0.21580602357966647
T5c,scGPT,B,perturbation=Raloxifene,0.4721359459597107
T5c,scGPT,B,perturbation=Vorinostat,0.582783861706478
T5c,scGPT,B,perturbation=Trametinib,0.5129584424559641
T5c,scGPT,B,perturbation=Dasatinib,0.4906677454380069
T5c,scGPT,B,perturbation=Flutamide,0.26006208338287523
T5c,scGPT,B,perturbation=Idelalisib,0.3745434847502448
T5c,scGPT,B,perturbation=Riociguat,0.2179494631592119
T5c,scGPT,B,perturbation=Azacitidine,0.2538578684997289
