baseline,family,split,registry_task,action,headline_eligible,seed,ran,leak_free,n_train,n_test,n_test_strata,pearson_delta,pearson_delta_lo,pearson_delta_hi,pearson_delta_ontarget,e_distance,e_distance_lo,e_distance_hi,aucell_program_corr,aucell::TCR_activation,aucell::IL2_STAT5,aucell::proliferation,aucell::effector_cytokine,aucell::Treg_exhaustion,cluster,dataset,modality
PertAdapt,hybrid,C3_true_lo_gene_10,C3_LO_gene,run_headline,True,0,True,True,301574,34240,30,-0.0053910068663147,-0.0163802874365743,0.0059556924088974,-0.0046821708170076,7.45422350824946,7.374876675313399,7.54930975753325,0.0,0.0,0.0,0.0,0.0,0.0,C3,chen,KO
CINEMA-OT,ot,C3_true_lo_gene_10,C3_LO_gene,run_floor,False,0,True,True,301574,34240,30,0.4625964432954788,0.419222758213679,0.5058630011479059,0.4618203714489937,7.520678275210942,7.464033466720838,7.586760999419583,0.0,0.0,0.0,0.0,0.0,0.0,C3,chen,KO
GEARS,graph,C3_true_lo_gene_25,C3_LO_gene,run_headline,True,0,True,True,256042,79772,74,0.2268808459472918,0.2005242237671769,0.2518378055453099,0.2274304941749653,7.677476712343485,7.6158179337390814,7.745212958720275,-0.0415620853355317,-0.0728219909152161,-0.0035270031629847,0.0,0.0,-0.1314614325994579,C3,chen,KO
AttentionPert,graph,C3_true_lo_gene_25,C3_LO_gene,run_headline,True,0,True,True,256042,79772,74,0.1919685170004094,0.1619739826479171,0.2233265331795288,0.1929436636258017,7.752392296466564,7.695278954123157,7.815606319530005,-0.0367082216302063,-0.0266610265376274,-0.1435293364979079,0.0,0.0,-0.0133507451154965,C3,chen,KO
scGPT,foundation,C3_true_lo_gene_25,C3_LO_gene,run_headline,True,0,True,True,256042,79772,74,0.3419588707588814,0.3166198941199361,0.3666166115552187,0.3427381530605458,7.557418244101838,7.503136183854147,7.611218479515679,0.0248212619018335,0.0325526902432748,-0.0602087678812511,0.0,0.0,0.151762387147144,C3,chen,KO
scFoundation,foundation,C3_true_lo_gene_25,C3_LO_gene,run_headline,True,0,True,True,256042,79772,74,-0.0574408794149152,-0.0757490380569612,-0.0385972174441416,-0.0600012525368632,7.598089922384401,7.521915862914059,7.673048678337934,0.0,0.0,0.0,0.0,0.0,0.0,C3,chen,KO
scGen,latent,C3_true_lo_gene_25,C3_LO_gene,run_adapted,False,0,True,True,256042,79772,74,0.3288289903902222,0.2944224783699217,0.3626538607425597,0.325944316494782,7.718963031497173,7.652414026877787,7.783840375025345,-0.0067618999741926,0.0,0.0,0.0,0.0,-0.0338094998709633,C3,chen,KO
CPA,latent,C3_true_lo_gene_25,C3_LO_gene,run_adapted,False,0,True,True,256042,79772,74,0.3021879942231887,0.2701384054018638,0.3335120662090343,0.3024875975742533,7.741842653168649,7.692267866507551,7.791851589571227,-0.0204660857550004,0.0,0.0,0.0,0.0,-0.1023304287750024,C3,chen,KO
STATE,hybrid,C3_true_lo_gene_25,C3_LO_gene,run_headline,True,0,True,True,256042,79772,74,-0.0105497909849824,-0.0316845867869946,0.0126921801539955,-0.0096736462783647,7.593427590021379,7.53151145094674,7.6569459283341,-0.0469007987363152,-0.0615692913023735,-0.0718619561612586,0.0,0.0,-0.1010727462179439,C3,chen,KO
PertAdapt,hybrid,C3_true_lo_gene_25,C3_LO_gene,run_headline,True,0,True,True,256042,79772,74,0.0029162159205313,-0.0031932106276587,0.009429435304097,0.0015190786475982,7.5096084484097725,7.443848519151378,7.5770656421258895,0.0,0.0,0.0,0.0,0.0,0.0,C3,chen,KO
CINEMA-OT,ot,C3_true_lo_gene_25,C3_LO_gene,run_floor,False,0,True,True,256042,79772,74,0.4629964702636809,0.4310497680678964,0.4920755673678139,0.4624715607512641,7.5493523913544465,7.498849047910532,7.60018964038685,0.0,0.0,0.0,0.0,0.0,0.0,C3,chen,KO
GEARS,graph,C3_true_lo_gene_50,C3_LO_gene,run_headline,True,0,True,True,172024,163790,148,0.2404824160348161,0.2224418091415754,0.2597098006829509,0.2363662084098905,7.603585685213922,7.562996315403373,7.6465163221563985,0.0230357387193499,-0.0460440901924898,0.1181006590156067,0.0,0.0,0.0431221247736327,C3,chen,KO
AttentionPert,graph,C3_true_lo_gene_50,C3_LO_gene,run_headline,True,0,True,True,172024,163790,148,0.1939715577369694,0.1777515887327231,0.2113211377606038,0.1910196128301322,7.582854262756682,7.535622237180011,7.636363555837982,0.1052500816563321,0.2785131147594754,0.0903676917080897,0.0,0.0244949674925155,0.1328746343215801,C3,chen,KO
scGPT,foundation,C3_true_lo_gene_50,C3_LO_gene,run_headline,True,0,True,True,172024,163790,148,0.3938426437278001,0.3721836938508597,0.4152566613850492,0.389946652083922,7.540634891797716,7.498062812153925,7.586073625235217,0.0125755201793189,0.1458878766922498,-0.1402857687145901,0.0,0.0,0.0572754929189349,C3,chen,KO
scFoundation,foundation,C3_true_lo_gene_50,C3_LO_gene,run_headline,True,0,True,True,172024,163790,148,-0.0484958573345195,-0.0665345975937246,-0.0306613780735092,-0.0463991005951381,7.567346216018073,7.516553928040381,7.624314168892974,0.0,0.0,0.0,0.0,0.0,0.0,C3,chen,KO
scGen,latent,C3_true_lo_gene_50,C3_LO_gene,run_adapted,False,0,True,True,172024,163790,148,0.16854760669348,0.151999931594725,0.1862242208409116,0.1660649040698174,7.635660685088003,7.586057619642173,7.689954603971956,0.0127890049568133,0.0437485078758498,0.0270305396992534,0.0,0.0,-0.0068340227910365,C3,chen,KO
CPA,latent,C3_true_lo_gene_50,C3_LO_gene,run_adapted,False,0,True,True,172024,163790,148,0.2303626461181084,0.2144711707309643,0.2464012194031572,0.2259137131135306,7.769437042020707,7.724833385375862,7.816200016261774,0.0692995194150919,0.1974165034047104,0.1114260361572474,0.0,0.0,0.0376550575135018,C3,chen,KO
STATE,hybrid,C3_true_lo_gene_50,C3_LO_gene,run_headline,True,0,True,True,172024,163790,148,-0.0020410643593169,-0.0174132332257687,0.0147954620098627,-0.0024826716592518,7.570682579904698,7.520155635767789,7.624484546428576,-0.0638477859580841,-0.1098329924878369,-0.1283893608737268,0.0,-0.0173515643606387,-0.0636650120682181,C3,chen,KO
PertAdapt,hybrid,C3_true_lo_gene_50,C3_LO_gene,run_headline,True,0,True,True,172024,163790,148,0.0024266398108306,-0.0025040630748097,0.0071186578782421,0.0024711231223615,7.511707132557968,7.464070288856394,7.563972705643233,0.0,0.0,0.0,0.0,0.0,0.0,C3,chen,KO
CINEMA-OT,ot,C3_true_lo_gene_50,C3_LO_gene,run_floor,False,0,True,True,172024,163790,148,0.4243428634630667,0.4065324568114168,0.4411472556785352,0.4233114876457163,7.554866569858078,7.5172344367891775,7.595385618296432,0.0,0.0,0.0,0.0,0.0,0.0,C3,chen,KO
