task_key,unit,model,execution_status,program,n_strata,n_measured,measured_genes,program_corr,correlation_status,pearson_delta,obs_program_sd,pred_program_sd,observed_zero_fraction,bundle_path,observation_cache
T3,chen,scGPT,native,effector_cytokine,30,4,CCL5;GZMB;NKG7;TNF,,constant predicted rank-program score,0.3859064820746299,0.0045118245638738,0.0,0.6102219626168224,predictions/C3/C3_LO_gene__scGPT__C3_true_lo_gene_10__chen.npz,results/_paper/program_observations/T3__chen.npz
T3,chen,scGPT,native,Treg_exhaustion,30,6,CTLA4;FOXP3;IL2RA;LAG3;PDCD1;TNFRSF18,0.4567796211699745,estimable (descriptive),0.3859064820746299,0.0046219963146586,0.0029402485827553,0.1733352803738317,predictions/C3/C3_LO_gene__scGPT__C3_true_lo_gene_10__chen.npz,results/_paper/program_observations/T3__chen.npz
T3,mccutcheon_CRISPRa,scGPT,native,TCR_activation,2,3,IL2RA;NFKBIA;NR4A1,,constant predicted rank-program score,0.3314945528118339,0.0004052205077504,0.0,0.99606962380685,predictions/C3/C3_LO_gene__scGPT__C3_true_lo_gene_10__mccutcheon_CRISPRa.npz,results/_paper/program_observations/T3__mccutcheon_CRISPRa.npz
T3,mccutcheon_CRISPRa,scGPT,native,IL2_STAT5,2,6,BCL2;CISH;IL2RA;IL2RB;IL2RG;SOCS1,,constant predicted rank-program score,0.3314945528118339,0.0001058013067873,0.0,0.9696799550814148,predictions/C3/C3_LO_gene__scGPT__C3_true_lo_gene_10__mccutcheon_CRISPRa.npz,results/_paper/program_observations/T3__mccutcheon_CRISPRa.npz
T3,mccutcheon_CRISPRa,scGPT,native,proliferation,2,11,BIRC5;CCNB1;CCNB2;CDK1;CENPF;MKI67;PCNA;STMN1;TOP2A;TYMS;UBE2C,,constant predicted rank-program score,0.3314945528118339,0.0002577592599131,0.0,0.5727119595732735,predictions/C3/C3_LO_gene__scGPT__C3_true_lo_gene_10__mccutcheon_CRISPRa.npz,results/_paper/program_observations/T3__mccutcheon_CRISPRa.npz
T3,mccutcheon_CRISPRa,scGPT,native,effector_cytokine,2,6,CCL5;GNLY;GZMA;GZMB;NKG7;PRF1,,constant predicted rank-program score,0.3314945528118339,0.0020941594744603,0.0,0.6193149915777653,predictions/C3/C3_LO_gene__scGPT__C3_true_lo_gene_10__mccutcheon_CRISPRa.npz,results/_paper/program_observations/T3__mccutcheon_CRISPRa.npz
T3,mccutcheon_CRISPRa,scGPT,native,Treg_exhaustion,2,5,ENTPD1;FOXP3;IL2RA;LAG3;TIGIT,,constant predicted rank-program score,0.3314945528118339,4.33877940145374e-05,0.0,0.9938236945536216,predictions/C3/C3_LO_gene__scGPT__C3_true_lo_gene_10__mccutcheon_CRISPRa.npz,results/_paper/program_observations/T3__mccutcheon_CRISPRa.npz
T3,mccutcheon_CRISPRi,scGPT,native,TCR_activation,2,3,IL2RA;NFKBIA;NR4A1,,constant predicted rank-program score,0.0027788405187689,0.0001931008623922,0.0,0.9966254218222722,predictions/C3/C3_LO_gene__scGPT__C3_true_lo_gene_10__mccutcheon_CRISPRi.npz,results/_paper/program_observations/T3__mccutcheon_CRISPRi.npz
T3,mccutcheon_CRISPRi,scGPT,native,IL2_STAT5,2,5,CISH;IL2RA;IL2RB;IL2RG;SOCS1,,constant predicted rank-program score,0.0027788405187689,3.1496062992125945e-05,0.0,0.9820022497187852,predictions/C3/C3_LO_gene__scGPT__C3_true_lo_gene_10__mccutcheon_CRISPRi.npz,results/_paper/program_observations/T3__mccutcheon_CRISPRi.npz
T3,mccutcheon_CRISPRi,scGPT,native,proliferation,2,11,BIRC5;CCNB1;CCNB2;CDK1;CENPF;MKI67;PCNA;STMN1;TOP2A;TYMS;UBE2C,,constant predicted rank-program score,0.0027788405187689,0.0004207996727681,0.0,0.6051743532058492,predictions/C3/C3_LO_gene__scGPT__C3_true_lo_gene_10__mccutcheon_CRISPRi.npz,results/_paper/program_observations/T3__mccutcheon_CRISPRi.npz
T3,mccutcheon_CRISPRi,scGPT,native,effector_cytokine,2,6,CCL5;GNLY;GZMA;GZMB;NKG7;PRF1,,constant predicted rank-program score,0.0027788405187689,4.9681289838770376e-05,0.0,0.6507311586051744,predictions/C3/C3_LO_gene__scGPT__C3_true_lo_gene_10__mccutcheon_CRISPRi.npz,results/_paper/program_observations/T3__mccutcheon_CRISPRi.npz
T3,mccutcheon_CRISPRi,scGPT,native,Treg_exhaustion,2,5,ENTPD1;FOXP3;IL2RA;LAG3;TIGIT,,constant predicted rank-program score,0.0027788405187689,2.0247469066366703e-05,0.0,0.9983127109111362,predictions/C3/C3_LO_gene__scGPT__C3_true_lo_gene_10__mccutcheon_CRISPRi.npz,results/_paper/program_observations/T3__mccutcheon_CRISPRi.npz
T3,schmidt,scGPT,native,TCR_activation,7,6,CD28;IL2RA;IRF4;NFKBIA;TNFRSF4;TNFRSF9,,constant predicted rank-program score,0.2808351362850464,0.0078818838827754,0.0,0.7271745002701242,predictions/C3/C3_LO_gene__scGPT__C3_true_lo_gene_10__schmidt.npz,results/_paper/program_observations/T3__schmidt.npz
T3,schmidt,scGPT,native,IL2_STAT5,7,8,BCL2;CISH;IL2;IL2RA;IL2RB;IL2RG;SOCS1;STAT5B,,constant predicted rank-program score,0.2808351362850464,0.0071072015894532,0.0,0.6861156131820637,predictions/C3/C3_LO_gene__scGPT__C3_true_lo_gene_10__schmidt.npz,results/_paper/program_observations/T3__schmidt.npz
T3,schmidt,scGPT,native,proliferation,7,8,CCNB1;CDK1;CENPF;MKI67;PCNA;STMN1;TOP2A;TYMS,,constant predicted rank-program score,0.2808351362850464,0.0088331315009891,0.0,0.833063209076175,predictions/C3/C3_LO_gene__scGPT__C3_true_lo_gene_10__schmidt.npz,results/_paper/program_observations/T3__schmidt.npz
T3,schmidt,scGPT,native,effector_cytokine,7,8,CCL4;CCL5;GNLY;GZMA;GZMB;IFNG;NKG7;TBX21,,constant predicted rank-program score,0.2808351362850464,0.0133358134210911,0.0,0.5678011885467315,predictions/C3/C3_LO_gene__scGPT__C3_true_lo_gene_10__schmidt.npz,results/_paper/program_observations/T3__schmidt.npz
T3,schmidt,scGPT,native,Treg_exhaustion,7,3,HAVCR2;IL2RA;LAG3,,constant predicted rank-program score,0.2808351362850464,0.0244673071178482,0.0,0.7428417071853053,predictions/C3/C3_LO_gene__scGPT__C3_true_lo_gene_10__schmidt.npz,results/_paper/program_observations/T3__schmidt.npz
T3,shifrut,scGPT,native,TCR_activation,2,4,IL2RA;NFKBIA;REL;TNFRSF9,,constant predicted rank-program score,-0.1742522199469068,0.0005185926403031,0.0,0.9330413016270338,predictions/C3/C3_LO_gene__scGPT__C3_true_lo_gene_10__shifrut.npz,results/_paper/program_observations/T3__shifrut.npz
T3,shifrut,scGPT,native,IL2_STAT5,2,4,IL2RA;IL2RG;MYC;SOCS1,,constant predicted rank-program score,-0.1742522199469068,0.0003171943796943,0.0,0.7984981226533167,predictions/C3/C3_LO_gene__scGPT__C3_true_lo_gene_10__shifrut.npz,results/_paper/program_observations/T3__shifrut.npz
T3,shifrut,scGPT,native,proliferation,2,8,BIRC5;CENPF;MKI67;PCNA;STMN1;TOP2A;TYMS;UBE2C,,constant predicted rank-program score,-0.1742522199469068,0.0006414068996305,0.0,0.727784730913642,predictions/C3/C3_LO_gene__scGPT__C3_true_lo_gene_10__shifrut.npz,results/_paper/program_observations/T3__shifrut.npz
T3,shifrut,scGPT,native,effector_cytokine,2,7,CCL4;CCL5;GNLY;GZMA;GZMB;NKG7;PRF1,1.0,two perturbations only; not a comparative estimate,-0.1742522199469068,0.0018391866418182,0.0014285714285714,0.3141426783479349,predictions/C3/C3_LO_gene__scGPT__C3_true_lo_gene_10__shifrut.npz,results/_paper/program_observations/T3__shifrut.npz
T3,shifrut,scGPT,native,Treg_exhaustion,2,5,ENTPD1;HAVCR2;IL2RA;LAG3;PDCD1,,constant predicted rank-program score,-0.1742522199469068,0.0004206982101718,0.0,0.9374217772215268,predictions/C3/C3_LO_gene__scGPT__C3_true_lo_gene_10__shifrut.npz,results/_paper/program_observations/T3__shifrut.npz
